District,State,County,Tract,Block
40,24,510,160600,1005
40,24,510,160600,1001
40,24,510,160600,2004
40,24,510,160600,1000
40,24,510,160600,2003
40,24,510,160700,1005
40,24,510,160600,2013
40,24,510,160600,2005
40,24,510,160600,2009
40,24,510,160600,2011
40,24,510,160600,2010
40,24,510,160600,2006
40,24,510,150600,2000
40,24,510,150600,1012
40,24,510,150300,3003
40,24,510,150300,3005
40,24,510,150300,3006
40,24,510,150300,3004
40,24,510,150300,3002
40,24,510,150300,3001
40,24,510,150600,1000
40,24,510,150400,3002
40,24,510,150400,3001
40,24,510,150300,3007
40,24,510,150300,3010
40,24,510,150300,3009
40,24,510,150300,3008
40,24,510,150300,3000
40,24,510,150300,1005
40,24,510,150300,1004
40,24,510,150300,1003
40,24,510,150300,2003
40,24,510,150300,2004
40,24,510,150300,2002
40,24,510,150300,1006
40,24,510,150300,1007
40,24,510,150300,1002
40,24,510,150400,3003
40,24,510,150400,3004
40,24,510,150400,3019
40,24,510,150400,3005
40,24,510,150400,3006
40,24,510,150400,3013
40,24,510,150400,3018
40,24,510,150600,3001
40,24,510,150600,3012
40,24,510,150600,3011
40,24,510,150600,3000
40,24,510,150702,2015
40,24,510,150702,1014
40,24,510,150702,1005
40,24,510,160700,4002
40,24,510,150600,2005
40,24,510,150600,4000
40,24,510,150600,1013
40,24,510,150600,2004
40,24,510,150600,2002
40,24,510,150600,1010
40,24,510,150600,2001
40,24,510,150600,1011
40,24,510,150600,1009
40,24,510,150600,1008
40,24,510,150600,1007
40,24,510,150702,1007
40,24,510,150702,1006
40,24,510,150702,1008
40,24,510,150702,1009
40,24,510,150702,1002
40,24,510,150600,1004
40,24,510,150600,1006
40,24,510,150600,1003
40,24,510,150600,1005
40,24,510,150702,1010
40,24,510,150702,1011
40,24,510,150702,1012
40,24,510,150702,1013
40,24,510,200200,3015
40,24,510,200200,3014
40,24,510,200200,3009
40,24,510,200200,3007
40,24,510,200200,3006
40,24,510,200200,3008
40,24,510,200200,3005
40,24,510,200200,3004
40,24,510,200100,2005
40,24,510,200100,1015
40,24,510,200100,1014
40,24,510,200100,1013
40,24,510,200100,1010
40,24,510,200100,1006
40,24,510,200200,3000
40,24,510,160500,3000
40,24,510,160500,2007
40,24,510,160500,2009
40,24,510,160500,2008
40,24,510,160400,2014
40,24,510,200100,1005
40,24,510,200100,1002
40,24,510,200100,1001
40,24,510,160400,2013
40,24,510,160400,3018
40,24,510,160400,3017
40,24,510,160400,3015
40,24,510,160400,3016
40,24,510,160400,3019
40,24,510,160400,3020
40,24,510,160400,3014
40,24,510,160400,3011
46,24,510,210100,1022
46,24,510,210100,1020
46,24,510,210100,1008
46,24,510,210100,1007
46,24,510,210100,1004
46,24,510,210100,1006
46,24,510,210100,1005
46,24,510,210100,1040
46,24,510,230300,1003
46,24,510,230100,1008
46,24,510,230100,1007
46,24,510,230100,1006
46,24,510,210100,1003
40,24,510,210100,2034
46,24,510,210100,1002
46,24,510,210100,1000
46,24,510,210100,1001
40,24,510,210100,2033
40,24,510,210100,2032
40,24,510,210100,2023
40,24,510,210100,2024
40,24,510,210100,2010
40,24,510,210100,2011
40,24,510,210100,2012
40,24,510,210100,2001
40,24,510,210100,2000
46,24,510,220100,1006
40,24,510,210100,2009
46,24,510,220100,1011
46,24,510,220100,1013
46,24,510,220100,1014
46,24,510,220100,1012
40,24,510,180300,2017
40,24,510,180300,2014
40,24,510,180300,1010
40,24,510,180300,2013
40,24,510,180300,2018
40,24,510,180300,1009
40,24,510,180300,1008
46,24,510,210200,1030
40,24,510,210200,1026
46,24,510,210200,1027
40,24,510,210200,1018
40,24,510,210200,1021
40,24,510,210200,1010
40,24,510,210200,1011
40,24,510,210200,2014
40,24,510,210200,1019
40,24,510,210200,1020
40,24,510,210200,1023
40,24,510,210200,1003
40,24,510,210200,1008
40,24,510,210200,1009
40,24,510,210100,1014
40,24,510,210200,1007
46,24,510,210200,1032
46,24,510,210200,1031
46,24,510,210200,1033
46,24,510,210100,1028
46,24,510,210100,1034
46,24,510,210100,1035
46,24,510,210100,1037
46,24,510,210100,1036
46,24,510,210100,1017
46,24,510,210100,1015
40,24,510,210100,1013
40,24,510,210100,1012
46,24,510,210100,1016
46,24,510,210100,1018
46,24,510,210100,1011
46,24,510,210100,1010
46,24,510,210100,1019
46,24,510,210100,1009
40,24,510,210200,2008
40,24,510,210200,2009
40,24,510,210200,2010
40,24,510,210200,2013
40,24,510,210200,1002
40,24,510,210200,2005
40,24,510,210200,2011
40,24,510,210200,1001
40,24,510,210200,2012
40,24,510,210200,1000
40,24,510,210200,1004
40,24,510,210200,2006
40,24,510,210100,2008
40,24,510,210100,2007
40,24,510,210200,2022
40,24,510,210200,2007
40,24,510,180300,2023
40,24,510,180300,2022
40,24,510,180300,2024
40,24,510,180300,2021
40,24,510,180300,2012
40,24,510,180300,2019
40,24,510,180300,1015
46,24,510,230100,2007
46,24,510,230100,2016
46,24,510,230100,2002
46,24,510,230100,2008
46,24,510,230100,2015
46,24,510,230100,2001
46,24,510,220100,4008
46,24,510,220100,4007
46,24,510,220100,4009
46,24,510,220100,4010
46,24,510,220100,4006
46,24,510,230100,1022
46,24,510,230100,1017
46,24,510,230100,1021
46,24,510,230200,2002
46,24,510,230100,1016
46,24,510,230200,1019
46,24,510,230200,1020
46,24,510,230100,1014
46,24,510,230100,1000
46,24,510,230100,2013
46,24,510,230100,1015
46,24,510,230200,1013
46,24,510,230100,2012
46,24,510,230200,1012
46,24,510,230200,1008
46,24,510,230200,2001
46,24,510,230200,1018
46,24,510,230200,2000
46,24,510,230200,1017
46,24,510,230200,1015
46,24,510,230200,1014
46,24,510,110200,1002
46,24,510,110200,5010
46,24,510,110200,5008
46,24,510,110200,5007
40,24,510,110200,6008
40,24,510,110200,5003
40,24,510,110200,3016
40,24,510,110200,3015
40,24,510,110200,5002
40,24,510,110200,3014
40,24,510,110200,6004
40,24,510,110200,4023
40,24,510,110200,6000
40,24,510,110200,3006
40,24,510,110200,6001
40,24,510,110200,3005
40,24,510,110200,3004
40,24,510,110200,4021
40,24,510,110200,4020
40,24,510,110200,4019
40,24,510,110200,4004
40,24,510,110200,3007
40,24,510,110200,3008
40,24,510,110200,3003
40,24,510,110200,3009
40,24,510,110200,3002
40,24,510,110200,4018
40,24,510,110200,4008
40,24,510,110200,4017
40,24,510,110200,4016
40,24,510,110200,4009
40,24,510,110200,4012
40,24,510,130200,4002
40,24,510,140200,2000
40,24,510,140200,1003
40,24,510,140200,1002
40,24,510,140200,1001
40,24,510,140300,3001
40,24,510,140200,1000
40,24,510,140100,3004
40,24,510,140100,3001
40,24,510,140100,3002
40,24,510,140100,3009
40,24,510,140200,1006
40,24,510,140100,3005
40,24,510,140100,3006
40,24,510,140100,3007
40,24,510,140100,3003
40,24,510,140100,2007
40,24,510,140100,3000
40,24,510,130200,2003
40,24,510,130200,2002
40,24,510,130200,4003
40,24,510,130200,2001
40,24,510,140100,2005
40,24,510,130200,2000
40,24,510,130200,1003
40,24,510,130100,1006
40,24,510,130100,1002
40,24,510,130100,1000
40,24,510,130200,4001
40,24,510,130100,2005
40,24,510,130200,4000
40,24,510,130100,2006
40,24,510,280600,1013
40,24,510,280600,2015
40,24,510,280600,2014
40,24,510,280600,2013
40,24,510,280600,2010
40,24,510,280600,2012
40,24,510,280600,2011
40,24,510,280600,2007
40,24,510,280600,2002
40,24,510,280600,2006
40,24,510,280600,2008
40,24,510,170300,2009
40,24,510,170300,2008
40,24,510,170300,2010
40,24,510,170300,2012
40,24,510,170300,2011
40,24,510,170300,1018
40,24,510,280600,2001
40,24,510,280600,2009
40,24,510,170300,2004
40,24,510,170300,2005
40,24,510,170300,2006
40,24,510,170300,2003
40,24,510,160100,1001
40,24,510,160100,1000
40,24,510,160100,3014
40,24,510,160100,3013
40,24,510,160100,3007
40,24,510,160100,3008
40,24,510,140200,3017
40,24,510,140200,3023
40,24,510,140200,3022
40,24,510,140300,4002
40,24,510,140300,4001
40,24,510,140300,4000
40,24,510,140300,3006
40,24,510,140300,1007
40,24,510,140300,1006
40,24,510,140200,2003
40,24,510,140300,3008
40,24,510,140300,3009
40,24,510,140200,2002
40,24,510,140200,2001
40,24,510,140300,3010
40,24,510,140300,3005
40,24,510,140300,3004
40,24,510,140300,1005
40,24,510,140300,3003
40,24,510,140300,3011
40,24,510,140300,3002
40,24,510,140300,3000
40,24,510,140300,1008
40,24,510,140300,1002
40,24,510,140300,1001
40,24,510,130300,1006
40,24,510,130200,3003
40,24,510,130300,1005
40,24,510,130200,3002
40,24,510,130200,3001
40,24,510,130200,3000
40,24,510,140300,1000
40,24,510,130200,3006
40,24,510,130200,3004
40,24,510,130200,3005
40,24,510,140200,3018
40,24,510,170300,1006
40,24,510,170300,1005
40,24,510,170300,1015
40,24,510,170300,1007
40,24,510,170300,1004
40,24,510,140200,3021
40,24,510,140200,3020
40,24,510,170300,1003
40,24,510,170300,1002
40,24,510,140200,3015
40,24,510,140200,3014
40,24,510,140200,3013
40,24,510,140200,3012
40,24,510,140200,3003
40,24,510,140300,4016
40,24,510,140200,3004
40,24,510,140200,3001
40,24,510,140300,4015
40,24,510,140200,3000
40,24,510,140200,3019
40,24,510,140200,3011
40,24,510,140200,3016
40,24,510,140200,3010
40,24,510,140200,3007
40,24,510,140200,3005
40,24,510,140200,3006
40,24,510,140200,3002
40,24,510,140200,2004
40,24,510,140200,2005
40,24,510,140200,2006
40,24,510,170300,1017
40,24,510,170300,1008
40,24,510,170300,1009
40,24,510,170300,1016
40,24,510,170300,1013
40,24,510,170300,1014
40,24,510,170300,1001
40,24,510,170300,1000
40,24,510,170300,1010
40,24,510,170200,2010
40,24,510,170300,2001
40,24,510,170300,1011
40,24,510,170300,1012
40,24,510,170300,2000
40,24,510,170200,1004
40,24,510,170200,2011
40,24,510,140200,3009
40,24,510,140200,3008
40,24,510,170200,2009
40,24,510,140200,2015
40,24,510,140200,2014
40,24,510,140200,2011
40,24,510,140200,2007
40,24,510,140200,2008
40,24,510,140200,2010
40,24,510,140200,2009
40,24,510,140200,1004
40,24,510,170200,2008
40,24,510,170200,2007
40,24,510,170200,2012
40,24,510,170200,2006
40,24,510,170200,2005
40,24,510,140200,2013
40,24,510,040100,4008
40,24,510,040100,4004
40,24,510,040100,4009
40,24,510,040100,4003
40,24,510,040100,4010
40,24,510,040100,4011
40,24,510,040100,4002
40,24,510,170100,1016
40,24,510,170100,1013
40,24,510,170100,1018
40,24,510,170100,1017
40,24,510,170100,1012
40,24,510,170200,1013
40,24,510,170200,1003
40,24,510,170200,1002
40,24,510,170200,1014
40,24,510,170100,2000
40,24,510,170100,2001
40,24,510,170200,1005
40,24,510,170200,1006
40,24,510,170200,1012
40,24,510,170200,2013
40,24,510,170200,2014
40,24,510,170200,2004
40,24,510,170200,1001
40,24,510,170200,2002
40,24,510,170200,2003
40,24,510,170200,2000
40,24,510,140100,4018
40,24,510,170200,1000
40,24,510,170200,3003
40,24,510,170200,2001
40,24,510,140100,2006
40,24,510,140100,2004
40,24,510,130200,1005
40,24,510,140100,2003
40,24,510,130200,1006
40,24,510,130200,1004
40,24,510,130200,1001
40,24,510,130200,1002
40,24,510,130200,1000
40,24,510,140100,2011
40,24,510,140100,2002
40,24,510,140100,2001
40,24,510,130200,1007
40,24,510,120700,3020
40,24,510,140100,4012
40,24,510,140100,4005
40,24,510,140100,1016
40,24,510,140100,4013
40,24,510,140100,1014
40,24,510,140100,1015
40,24,510,140100,1007
40,24,510,140100,1013
40,24,510,140100,1012
40,24,510,140100,1008
40,24,510,140100,1009
40,24,510,140100,1017
40,24,510,140100,1018
40,24,510,110200,4003
40,24,510,110200,4002
40,24,510,140100,1011
40,24,510,140100,1010
40,24,510,110200,4001
40,24,510,140100,1002
40,24,510,140100,1001
40,24,510,140100,2000
40,24,510,140100,1000
40,24,510,120500,1007
40,24,510,120700,3021
40,24,510,120500,1006
43A,24,510,120700,3014
43A,24,510,120700,3022
43A,24,510,120700,3023
43A,24,510,120700,3015
40,24,510,120700,3016
43A,24,510,120700,3007
40,24,510,120700,3012
40,24,510,120700,3013
40,24,510,120700,3009
40,24,510,120700,3010
43A,24,510,120700,2014
43A,24,510,120700,2011
40,24,510,120700,2006
40,24,510,120700,2005
43A,24,510,120700,3025
43A,24,510,120700,3008
43A,24,510,120700,3026
43A,24,510,120700,3024
43A,24,510,120700,3031
43A,24,510,120700,3030
43A,24,510,120700,3027
43A,24,510,120700,3029
43A,24,510,120700,3006
43A,24,510,120700,3003
43A,24,510,120700,3005
40,24,510,130300,3008
40,24,510,130300,2002
40,24,510,130300,2003
40,24,510,150100,2007
40,24,510,150100,2008
40,24,510,150100,2009
40,24,510,140300,2013
40,24,510,140300,2005
40,24,510,140300,2012
40,24,510,140300,2006
40,24,510,140300,2007
40,24,510,140300,4006
40,24,510,140300,4007
40,24,510,140300,4005
40,24,510,140300,4004
40,24,510,140300,4008
40,24,510,140300,4009
40,24,510,140300,2011
40,24,510,140300,2010
40,24,510,140300,2008
40,24,510,140300,4003
40,24,510,140300,2009
40,24,510,140300,1010
40,24,510,140300,1009
40,24,510,140300,2001
40,24,510,130300,3010
40,24,510,140300,2000
40,24,510,130300,2007
40,24,510,130300,2005
40,24,510,130300,1002
40,24,510,130300,2006
40,24,510,140300,1004
40,24,510,140100,4019
40,24,510,140100,4016
40,24,510,140100,4020
40,24,510,140100,4015
40,24,510,170100,1009
40,24,510,170200,1011
40,24,510,170100,1010
40,24,510,170100,1008
40,24,510,170100,1004
40,24,510,170100,1005
40,24,510,170100,1007
40,24,510,170200,1007
40,24,510,170200,1010
40,24,510,170200,1008
40,24,510,170100,1006
40,24,510,170200,1009
40,24,510,170100,1003
40,24,510,170100,1011
40,24,510,170100,1002
40,24,510,170100,1001
40,24,510,170200,3005
40,24,510,170100,1000
40,24,510,170200,3000
40,24,510,170200,3002
40,24,510,140100,4010
40,24,510,140100,4011
40,24,510,170200,3001
40,24,510,140100,4014
40,24,510,170200,3004
40,24,510,110200,4022
40,24,510,040100,4031
40,24,510,040100,4030
40,24,510,280600,1007
40,24,510,280600,1008
40,24,510,280600,1005
40,24,510,280600,1004
40,24,510,280600,1003
40,24,510,280600,1001
40,24,510,280600,1002
40,24,510,160100,2009
40,24,510,280600,3004
40,24,510,280600,3003
40,24,510,280600,3000
40,24,510,160100,1009
40,24,510,160100,2004
40,24,510,160100,1006
40,24,510,160100,1007
40,24,510,160100,1008
40,24,510,160100,1002
40,24,510,280600,1000
40,24,510,280600,2003
40,24,510,160100,1010
40,24,510,280600,2005
40,24,510,280600,2004
40,24,510,160100,1005
40,24,510,160100,1003
40,24,510,160100,1004
40,24,510,280600,1012
40,24,510,280600,1018
40,24,510,280600,1017
40,24,510,280600,1019
40,24,510,280600,1014
40,24,510,280600,1015
40,24,510,280600,1016
40,24,510,040200,1006
40,24,510,040200,1001
40,24,510,170100,2004
40,24,510,170100,2006
40,24,510,040200,1018
40,24,510,040200,1019
40,24,510,040200,1016
40,24,510,040200,1007
40,24,510,040200,1017
40,24,510,040100,4032
40,24,510,040100,4028
40,24,510,040100,4026
40,24,510,040100,4025
40,24,510,040100,4029
40,24,510,040100,4027
40,24,510,040100,4021
40,24,510,040100,4016
40,24,510,040100,4022
40,24,510,040100,4017
40,24,510,040100,4020
40,24,510,040200,1005
40,24,510,040200,1004
40,24,510,040200,1002
40,24,510,040200,1003
40,24,510,040200,1000
40,24,510,040100,4006
40,24,510,040100,4005
40,24,510,170100,2003
40,24,510,170100,2002
40,24,510,170100,1015
40,24,510,170100,1014
40,24,510,040100,4007
40,24,510,040100,4024
46,24,510,040100,1016
40,24,510,040100,1011
40,24,510,040100,4023
40,24,510,040100,4019
40,24,510,040100,4018
46,24,510,040100,1013
46,24,510,040100,1015
46,24,510,040100,1014
40,24,510,040100,1012
40,24,510,040100,1009
40,24,510,040100,1008
40,24,510,040100,1010
40,24,510,040100,1006
40,24,510,040100,4012
40,24,510,040100,4001
40,24,510,040100,4013
40,24,510,040100,4014
40,24,510,040100,4015
40,24,510,040100,4000
40,24,510,110200,2003
46,24,510,110200,2002
40,24,510,110200,2004
46,24,510,110200,2001
40,24,510,040100,1007
40,24,510,040100,1002
40,24,510,040100,1001
40,24,510,040100,1005
40,24,510,040100,1003
46,24,510,040100,1000
40,24,510,040100,1004
46,24,510,110200,2006
46,24,510,250402,4017
46,24,510,250401,2016
46,24,510,250401,2013
46,24,510,250401,2014
46,24,510,250401,2009
46,24,510,250401,2006
46,24,510,250401,2005
46,24,510,250401,2003
46,24,510,250401,2002
46,24,510,250401,1006
46,24,510,250401,1020
46,24,510,250401,1034
46,24,510,250401,1021
46,24,510,250401,1022
46,24,510,250401,2008
46,24,510,250401,2004
46,24,510,250401,2001
46,24,510,250401,2010
46,24,510,250401,1043
46,24,510,250401,1035
46,24,510,250401,1023
46,24,510,250401,1036
46,24,510,250401,1033
46,24,510,250401,1024
46,24,510,250401,1025
12B,24,003,750101,4001
46,24,510,250402,3017
46,24,510,250402,3014
46,24,510,250402,3015
46,24,510,250402,3011
46,24,510,250402,3018
46,24,510,250402,3016
46,24,510,250600,1016
46,24,510,250600,1008
46,24,510,250500,3022
46,24,510,250500,3011
46,24,510,250500,3010
46,24,510,250500,5012
46,24,510,250500,5013
46,24,510,250500,5026
46,24,510,250500,5028
46,24,510,250500,5014
46,24,510,250500,5019
46,24,510,250500,5029
46,24,510,250500,4007
46,24,510,250500,5027
46,24,510,250500,4002
46,24,510,250500,3024
46,24,510,250500,3023
46,24,510,250500,3021
46,24,510,250500,3017
46,24,510,250500,3026
46,24,510,250500,3025
46,24,510,250500,3019
46,24,510,250500,3020
46,24,510,250500,3016
46,24,510,250500,3008
46,24,510,250500,3009
46,24,510,250500,4020
46,24,510,250500,4019
46,24,510,250500,3013
46,24,510,250500,3007
46,24,510,250500,3004
46,24,510,250500,3003
46,24,510,250402,3010
46,24,510,250402,3007
46,24,510,250402,4018
46,24,510,250402,2010
46,24,510,250402,2006
46,24,510,250402,2005
46,24,510,250402,2007
46,24,510,250402,2009
46,24,510,250402,2008
46,24,510,250402,2003
46,24,510,250402,2004
46,24,510,250402,2001
46,24,510,250402,1017
46,24,510,250402,1016
46,24,510,250500,5025
46,24,510,250500,3012
46,24,510,250500,5024
46,24,510,250500,5020
46,24,510,250500,5023
46,24,510,250500,5021
46,24,510,250500,5022
46,24,510,250402,2002
46,24,510,250402,2000
46,24,510,250402,1018
46,24,510,250402,1014
46,24,510,250500,5011
46,24,510,250500,5005
46,24,510,250402,4015
46,24,510,250402,4016
46,24,510,250402,4008
46,24,510,250402,4014
46,24,510,250402,4013
46,24,510,250500,3018
46,24,510,250500,3027
46,24,510,250500,3015
46,24,510,250500,3002
46,24,510,250500,3014
46,24,510,250500,3006
46,24,510,250500,3005
46,24,510,250500,3001
46,24,510,250500,3000
46,24,510,250500,4014
46,24,510,250500,4018
46,24,510,250500,4013
46,24,510,250500,4008
46,24,510,250500,4003
46,24,510,250500,4010
46,24,510,250500,4009
46,24,510,250500,4004
46,24,510,250500,4005
46,24,510,250500,4017
46,24,510,250500,4016
46,24,510,250500,4015
46,24,510,250500,4012
46,24,510,250500,4011
46,24,510,250500,4006
46,24,510,250500,5003
46,24,510,250500,5015
46,24,510,250500,5002
46,24,510,250500,5018
46,24,510,250500,5001
46,24,510,250500,5017
46,24,510,250500,5016
46,24,510,250500,5000
46,24,510,250402,4010
46,24,510,250402,4011
46,24,510,250402,4007
46,24,510,250402,4006
46,24,510,250402,4004
46,24,510,250402,4003
46,24,510,250402,1013
46,24,510,250402,4012
46,24,510,250402,1009
46,24,510,250402,1015
46,24,510,250402,1012
46,24,510,250402,1008
46,24,510,250402,4009
46,24,510,250402,4005
46,24,510,250402,4001
46,24,510,250402,1004
46,24,510,250402,4000
46,24,510,250401,2000
46,24,510,250401,1042
46,24,510,250401,1037
46,24,510,250402,4002
46,24,510,250401,1041
46,24,510,250401,1038
46,24,510,250401,1032
46,24,510,250401,1031
46,24,510,250401,1026
46,24,510,250401,1027
46,24,510,250401,1040
46,24,510,250401,1039
46,24,510,250401,1030
46,24,510,250401,1029
46,24,510,250401,1028
46,24,510,010300,2006
46,24,510,010300,2004
46,24,510,010500,2003
46,24,510,010500,2000
46,24,510,010400,3001
46,24,510,010400,1007
46,24,510,010400,1006
46,24,510,010400,1005
46,24,510,010300,2020
46,24,510,010300,2012
46,24,510,010300,2019
46,24,510,010300,2018
46,24,510,010300,2013
46,24,510,010300,2015
46,24,510,010400,1008
46,24,510,010400,1004
46,24,510,010400,1009
46,24,510,010400,1003
46,24,510,010300,2017
46,24,510,010300,2016
46,24,510,010300,1011
46,24,510,010300,1010
46,24,510,010300,1005
46,24,510,010300,1006
46,24,510,010300,2003
46,24,510,010300,2014
46,24,510,010300,2001
46,24,510,010300,2002
46,24,510,010300,2000
46,24,510,010300,1004
46,24,510,010300,1003
46,24,510,040100,3039
45,24,510,070200,4014
45,24,510,070200,4016
45,24,510,070200,4015
45,24,510,070200,2004
45,24,510,070200,2003
45,24,510,070200,2005
45,24,510,070200,2006
45,24,510,070200,2002
